USER,SKILLS,DOMAIN,LOCATION,experience
Holden Stevens,Public Speaking,Aerospace and Defense,Kohima,7
Emilie Hickman,Customer Service,E-commerce,Bhubaneswar,2
Emerson George,Negotiation,Finance,Chandigarh,6
Agustin Baird,Programming ,Wholesale,Jaipur,0
Gavin Schmitt,Web Development ,E-commerce,Gangtok,3
Alisa Hester,Mobile App Development ,Finance,Jalandhar,5
Kailee George,Data Analysis ,Real Estate,Kota,1
Rene Pham,Database Management ,Hospitality,Mangan,6
Rhianna Nichols,Cloud Computing ,Telecommunications,Mumbai,4
Sabrina Turner,Machine Learning and AI,Fashion and Apparel,Panaji,0
Jake Rocha,Cybersecurity,Pharmaceuticals,Gandhinagar,2
Juliet Hendrix,DevOps,Interior Design and Decor,Chandigarh,3
Phoenix Sellers,Network Administration,Fitness and Wellness,Shimla,7
Caitlin Sloan,Software Testing and Quality Assurance,Finance,Srinagar,1
Madelyn Hill,IT Support,Wholesale,Ranchi,5
Keagan Fields,UI/UX Design,E-commerce,Bangalore,7
Mina Sims,Digital Marketing,Finance,Thiruvananthapuram,4
Kadence Wong,Data Science,Real Estate,Bhopal,0
Barbara Reynolds,Blockchain Development,Hospitality,Gaya,3
Rachel Black,Internet of Things (IoT),Healthcare,Gandhinagar,6
Kaylyn Rodgers,Game Development,Telecommunications,Udaipur,2
Jade Fuentes,Augmented Reality (AR) and Virtual Reality (VR),Fashion and Apparel,Ahmedabad,1
Rachel Gregory,Big Data and Hadoop,Pharmaceuticals,Agra,5
Chance Mayo,Communication Skills,Interior Design and Decor,Srinagar,0
Abel Burns,Leadership,Aerospace and Defense,Ahmedabad,7
Todd Fletcher,Problem-Solving,Media and Publishing,Agra,4
Ayden Duncan,Creativity,Waste Management,Srinagar,2
Shawn Williamson,Critical Thinking,Renewable Energy,Ranchi,6
Jaydan Caldwell,Adaptability,Music and Arts,Bangalore,3
Summer Matthews,Time Management,Insurance,Thiruvananthapuram,1
Grace Moses,Project Management,Retail,Bhopal,4
Zara Gamble,Cross Platform Development,Manufacturing,Mumbai,6
Alexzander Schneider,Teamwork,Wholesale,Jammu,2
Harper Shields,Decision-Making,E-commerce,Kashmir,7
Damian Duke,Public Speaking,Finance,Manesar,1
Laci Hardy,Customer Service,Real Estate,Hyderabad,3
Oscar Campbell,Negotiation,Hospitality,Chandigarh,0
Alia Zimmerman,Sales and Marketing,Healthcare,Jaipur,5
Macie Kirk,Financial Literacy,Technology,Gangtok,4
Gary Jensen,Writing and Editing,Transportation and Logistics,Jalandhar,7
Regan Ware,Presentation Skills,Construction,Kota,2
Kate Powell,Conflict Resolution,Entertainment,Mangan,6
Olivia Shepard,Strategic Planning,Transportation and Logistics,Mumbai,0
Kaylie Holt,Interpersonal Skills,Construction,Panaji,3
Rhys Petty,Networking,Entertainment,Gandhinagar,5
Bryson Foster,Organization,Education,Chandigarh,1
Estrella Maxwell,Research,Agriculture,Shimla,6
Zoe Parsons,Time Management,Energy,Srinagar,4
Alexis Horne,Stress Management,Automotive,Ranchi,0
Dorian Harrington,Cross-Cultural Competence,Consulting,Bangalore,2
Eleanor Lucas,Problem-Solving,Legal Services,Thiruvananthapuram,3
Kelvin Odonnell,Adaptability,Marketing and Advertising,Amravati,7
Virginia Byrd,Leadership,Environmental Services,Itanagar,1
Aaden Galloway,Critical Thinking,Food and Beverage,Dispur,5
Coby Hughes,Cross Platform Development,Telecommunications,Patna,7
Carlo Arroyo,Customer Service,Fashion and Apparel,Raipur,4
Annabel Ware,Sales and Marketing,Pharmaceuticals,Panaji,0
Rory Krueger,Public Relations,Interior Design and Decor,Gandhinagar,3
Lyric Briggs,Conflict Resolution,Fitness and Wellness,Chandigarh,6
Corinne Gross,Negotiation,Nonprofits,Shimla,2
Shiloh Preston,Project Management,Aerospace and Defense,Srinagar,1
Kyle Fowler,Entrepreneurship,Media and Publishing,Ranchi,7
Halle Friedman,Ethics and Integrity,Waste Management,Bangalore,4
Kaden Lynn,Decision-Making,Renewable Energy,Port Blair,0
Gauge Valdez,Time Management,Music and Arts,Chandigarh,3
Lawson Holt,Financial Planning,Insurance,Silvassa,6
Ben Ewing,Event Planning,Education,Daman,2
Dominic Harper,Coaching and Mentoring,Agriculture,Delhi,1
Laurel Bruce,Creative Thinking,Energy,Leh,5
Katie Brandt,Multilingualism,Automotive,Kavaratti,0
Broderick Nelson,Risk Management,Consulting,Pondicherry,7
Jenna Santos,Sales Strategy,Legal Services,Delhi,4
Makenna Fritz,Flutter,Marketing and Advertising,Delhi,2
Bradley Hodge,Mobile App Development ,Environmental Services,Delhi,6
Finn Mays,Data Analysis ,Food and Beverage,Bangalore,3
Melanie Frazier,Database Management ,Telecommunications,Bangalore,1
Emmalee Brennan,Cloud Computing ,Fashion and Apparel,Bangalore,4
Camryn Dawson,Machine Learning and AI,Pharmaceuticals,Hyderabad,6
Gia Whitaker,Cybersecurity,Interior Design and Decor,Hyderabad,2
Shea Jenkins,DevOps,Fitness and Wellness,Hyderabad,7
Turner Pennington,Network Administration,Nonprofits,Hyderabad,1
Gustavo Rangel,Software Testing and Quality Assurance,Aerospace and Defense,Hyderabad,3
Kyra Wilkinson,IT Support,Media and Publishing,Pune,0
Randy Taylor,UI/UX Design,Waste Management,Mumbai,5
Dane Short,Digital Marketing,Renewable Energy,Noida,4
London Schneider,Data Science,Music and Arts,Chandigarh,7
Darius Lester,Blockchain Development,Insurance,Mysore,2
Laila Hampton,Internet of Things (IoT),Retail,Chennai,6
Allan West,Game Development,Manufacturing,Kolkata,0
Seamus Gentry,Augmented Reality (AR) and Virtual Reality (VR),Wholesale,Gurugram,3
Akira Lang,Big Data and Hadoop,E-commerce,Gandhinagar,5
Peyton Esparza,Communication Skills,Finance,Ahemdabad,1
Krish Cooper,Leadership,Real Estate,Surat,6
Mireya Haynes,Problem-Solving,Hospitality,Vishakhapatnam,4
Giuliana Snyder,Creativity,Healthcare,Mangan,0
Agustin Sullivan,Critical Thinking,Technology,Madurai,2
Jimmy Cameron,Adaptability,Transportation and Logistics,Warangal,3
Brynlee Cunningham,Time Management,Construction,Teliamura,7
Kaitlin Klein,Project Management,Entertainment,Meerut,1
Billy Rosales,Cross Platform Development,Education,Haridwar,5
Savanna Best,Teamwork,Agriculture,Salem,7
Mireya Mays,Decision-Making,Energy,Mahbubnagar,4
Finley Mata,Public Speaking,Automotive,Bishalgarh,0
Yusuf Rose,Customer Service,Consulting,Ghaziabad,3
Skyla Potts,Negotiation,Legal Services,Haldwani,6
Jerimiah Ali,Programming ,Marketing and Advertising,Asasnol,2
Chance Russo,Web Development ,Environmental Services,Amravati,1
Roselyn Rowe,Mobile App Development ,Food and Beverage,Itanagar,5
Lance Trujillo,Data Analysis ,Telecommunications,Dispur,0
Austin Marshall,Database Management ,Fashion and Apparel,Patna,7
Branden Munoz,Cloud Computing ,Pharmaceuticals,Raipur,4
Catalina Fernandez,Machine Learning and AI,Interior Design and Decor,Panaji,2
Noemi Stein,Cybersecurity,Fitness and Wellness,Gandhinagar,6
Lukas Berg,DevOps,Nonprofits,Chandigarh,3
Roger Barry,Network Administration,Aerospace and Defense,Shimla,1
Courtney Dorsey,Software Testing and Quality Assurance,Media and Publishing,Srinagar,5
Mikaela Golden,IT Support,Waste Management,Jamshedpur,0
Nikolas Brooks,UI/UX Design,Renewable Energy,Mysore,2
Broderick Newton,Digital Marketing,Music and Arts,Kozhikode,7
Patrick Warner,Data Science,Insurance,Indore,1
Taylor Barnes,Blockchain Development,Medical,Pune,6
Gianna Ochoa,Internet of Things (IoT),Agriculture,Ukhrul,3
Belinda Kirk,Game Development,Hospitality,Cherrapunji,5
Nathanial Fuller,Augmented Reality (AR) and Virtual Reality (VR),Healthcare,Zawlnuam,4
Mia Vazquez,Big Data and Hadoop,Technology,Jakhama,0
Raina Harmon,Communication Skills,Transportation and Logistics,Panaji,7
Alex Mclean,Leadership,Construction,Gandhinagar,1
Vance Robinson,Problem-Solving,Entertainment,Chandigarh,3
Adelyn Kent,Creativity,Education,Shimla,0
Braelyn Evans,Critical Thinking,Agriculture,Srinagar,5
Michaela Chavez,Adaptability,Energy,Ranchi,4
Ezra Meza,Time Management,Automotive,Bangalore,7
Norah Burke,Project Management,Consulting,Vadodara,2
Jamarion Phillips,Cross Platform Development,Legal Services,Faridabad,6
Laci Miles,Teamwork,Marketing and Advertising,Gurugram,0
Elyse Fitzgerald,Decision-Making,Environmental Services,Mokochung,3
Jaylee Blackwell,Public Speaking,Food and Beverage,Brahmapur,5
Kole Camacho,Customer Service,Telecommunications,Amritsar,1
Efrain Dean,Negotiation,Fashion and Apparel,Jodhpur,6
Alannah Rush,Sales and Marketing,Pharmaceuticals,Namchi,4
Janiyah Powers,Financial Literacy,Interior Design and Decor,Bhubaneswar,0
Kathleen Logan,Writing and Editing,Fitness and Wellness,Chandigarh,2
Ahmed Potter,Presentation Skills,Aerospace and Defense,Jaipur,3
Aaron Gamble,Conflict Resolution,Media and Publishing,Gangtok,7
Cherish Hays,Strategic Planning,Waste Management,Chennai,1
Lamar Mcdowell,Interpersonal Skills,Renewable Energy,Hyderabad,5
Kimberly Fields,Networking,Music and Arts,Agartala,7
Jennifer Cisneros,Organization,Insurance,Lucknow,4
Yazmin Wood,Research,Retail,Dehradun,0
Katelyn Acosta,Time Management,Manufacturing,Hyderabad,3
Kash Wilson,Stress Management,Wholesale,Hyderabad,6
Alison Davila,Cross-Cultural Competence,E-commerce,Pune,2
Micah Simon,Problem-Solving,Finance,Mumbai,1
Leila Hughes,Adaptability,Real Estate,Noida,5
Zain Bolton,Leadership,Hospitality,Chandigarh,0
Carleigh Landry,Critical Thinking,Healthcare,Mysore,7
Areli Patterson,Cross Platform Development,Technology,Chennai,4
Shea Mays,Customer Service,Aerospace and Defense,Gandhinagar,2
Coleman Perry,Sales and Marketing,Media and Publishing,Chandigarh,6
Makaila Maddox,Public Relations,Waste Management,Shimla,3
Brylee Browning,Conflict Resolution,Renewable Energy,Srinagar,1
Lyric Torres,Negotiation,Music and Arts,Ranchi,4
Braelyn Silva,Project Management,Insurance,Bangalore,6
Norah Mcconnell,Entrepreneurship,Medical,Port Blair,2
Ricardo Pitts,Ethics and Integrity,Agriculture,Chandigarh,7
Jadyn Bates,Decision-Making,Energy,Silvassa,1
Urijah Fitzgerald,Time Management,Retail,Daman,3
Jada Everett,Financial Planning,Technology,Teliamura,0
Case Cannon,Event Planning,Transportation and Logistics,Meerut,5
Nasir Stokes,Coaching and Mentoring,Construction,Haridwar,4
Kyra Alexander,Creative Thinking,Entertainment,Purulia,7
Viviana Stein,Multilingualism,Education,Mokochung,2
Saul Walter,Risk Management,Agriculture,Brahmapur,6
Cristal Petersen,Sales Strategy,Energy,Amritsar,0
Ignacio Lambert,Flutter,Automotive,Jodhpur,3
Reese Ballard,Mobile App Development ,Consulting,Namchi,5
Edgar Rose,Data Analysis ,Legal Services,Salem,1
Emilie Bernard,Database Management ,Marketing and Advertising,Mahbubnagar,6
Trevin Peters,Cloud Computing ,Environmental Services,Bishalgarh,4
Ainsley Lozano,Machine Learning and AI,Food and Beverage,Ghaziabad,0
Aniyah Orr,Cybersecurity,Telecommunications,Haldwani,2
Royce Jordan,DevOps,Fashion and Apparel,Asasnol,3
Danna Strong,Network Administration,Pharmaceuticals,Sambalpur,7
Lina Adams,Software Testing and Quality Assurance,Interior Design and Decor,Tiruchirappalli,1
Rodney Ross,IT Support,Fitness and Wellness,Nizamabad,5
Summer Boyer,UI/UX Design,Nonprofits,Kanpur,7
Marcus Woodard,Digital Marketing,Aerospace and Defense,Ayodhya,4
Parker Joyce,Data Science,Media and Publishing,Prayagraj,0
Zackary Chung,Blockchain Development,Aerospace and Defense,Agra,3
Reid Nixon,Internet of Things (IoT),Media and Publishing,Varanasi,6
Cynthia Rangel,Game Development,Waste Management,Vishakapatnam,2
Dania Fernandez,Augmented Reality (AR) and Virtual Reality (VR),Renewable Energy,Kashmir,1
Kaliyah Mcgee,Big Data and Hadoop,Music and Arts,Gwalior,6
Julia Bird,Communication Skills,Insurance,Dimapur,0
Jazmine Swanson,Leadership,Retail,Cuttack,3
Eugene Hansen,Problem-Solving,Manufacturing,Jalandhar,5
Mattie Lawrence,Creativity,Wholesale,Kota,1
Jaylah Parker,Critical Thinking,E-commerce,Mangan,6
Giovanny Robertson,Adaptability,Finance,Madurai,4
Cailyn Hill,Time Management,Real Estate,Warangal,0
Kayleigh Estrada,Project Management,Hospitality,Bilaspur,2
Yadiel Riggs,Cross Platform Development,Healthcare,Mapusa,3
Thalia Shannon,Teamwork,Technology,Ahmedabad,7
Campbell Cruz,Decision-Making,Finance,Gurugram,1
Britney Holt,Public Speaking,Real Estate,Una,5
Hanna Donovan,Customer Service,Hospitality,Jammu,7
Bella Blake,Negotiation,Healthcare,Jamshedpur,4
Hope Salazar,Programming ,Technology,Mysore,0
Gilberto Burton,Web Development ,Transportation and Logistics,Kozhikode,3
Lailah Sparks,Mobile App Development ,Construction,Ayodhya,6
Britney Gonzalez,Data Analysis ,Entertainment,Prayagraj,2
Mckenna Meadows,Database Management ,Education,Agra,1
Thaddeus Mccullough,Cloud Computing ,Agriculture,Varanasi,5
Kaiya Arias,Machine Learning and AI,Energy,Vishakapatnam,0
Baylee Terry,Cybersecurity,Automotive,Kashmir,7
Willow Brandt,DevOps,Consulting,Gwalior,4
Phoebe Nixon,Network Administration,Legal Services,Dimapur,2
Diamond Kirk,Software Testing and Quality Assurance,Marketing and Advertising,Cuttack,6
Sage Jefferson,IT Support,Environmental Services,Udaipur,3
Landon Chase,UI/UX Design,Food and Beverage,Hyderabad,1
Emilia Hammond,Digital Marketing,Telecommunications,New Delhi,5
Kailee Hooper,Data Science,Fashion and Apparel,Sonipat,0
Alvaro Gentry,Blockchain Development,Pharmaceuticals,Bhopal,2
Brenna Frederick,Internet of Things (IoT),Interior Design and Decor,Jhansi,7
Devyn Benitez,Game Development,Fitness and Wellness,Patna,1
Katelynn Stein,UI/UX Design,Nonprofits,Jhansi,6
Orlando Webster,Digital Marketing,Aerospace and Defense,Patna,3
Adonis Dixon,Data Science,Media and Publishing,Dehradun,5
Talon Rasmussen,Blockchain Development,Waste Management,Chandigarh,4
Leonel Leach,Internet of Things (IoT),Renewable Energy,Vishakhapatnam,0
Hadley Flynn,Game Development,Music and Arts,Thiruvananthapuram,7
Kayla Salazar,Augmented Reality (AR) and Virtual Reality (VR),Insurance,Gaya,1
Waylon Shaffer,Big Data and Hadoop,Retail,Gandhinagar,3
Maximilian Mejia,Communication Skills,Manufacturing,Bangalore,0
Nicholas Rollins,Leadership,Wholesale,Thiruvananthapuram,5
Cassidy Woodward,Problem-Solving,E-commerce,Bhopal,4
Tara Krause,Creativity,Finance,Mumbai,7
Gracie Houston,Critical Thinking,Real Estate,Imphal,2
Micheal Mcdaniel,Adaptability,Hospitality,Shillong,6
Alaina Huff,Time Management,Healthcare,Aizwal,0
Ariella Walsh,Project Management,Technology,Kohima,3
Nina Pena,Cross Platform Development,Transportation and Logistics,Bhubaneswar,5
Carley Esparza,Teamwork,Construction,Chandigarh,1
Brendon Sheppard,Decision-Making,Entertainment,Jaipur,6
Ari Shelton,Public Speaking,Education,Gangtok,4
Daniela Bates,Customer Service,Agriculture,Geyzing,0
Rogelio Peters,Negotiation,Energy,Coimbatore,2
Jasiah Horton,Sales and Marketing,Automotive,Medak,3
Miley Pennington,Financial Literacy,Consulting,Dharamanagar,7
Dallas Richards,Writing and Editing,Legal Services,Noida,1
Konnor Winters,Presentation Skills,Marketing and Advertising,Nainital,5
Yamilet Nash,Conflict Resolution,Environmental Services,Nadia,7
Soren Melton,Strategic Planning,Food and Beverage,Mangan,4
Shania Pena,Interpersonal Skills,Telecommunications,Madurai,0
Journey Barron,Networking,Fashion and Apparel,Warangal,3
Lauren Watts,Organization,Pharmaceuticals,Teliamura,6
Chance Kelley,Research,Interior Design and Decor,Meerut,2
Landin Bowman,Time Management,Fitness and Wellness,Haridwar,1
Gordon Mathews,Stress Management,Nonprofits,Amritsar,5
Yurem Munoz,Cross-Cultural Competence,Aerospace and Defense,Jodhpur,0
Alan Garner,Problem-Solving,Media and Publishing,Namchi,7
Alani Roth,Adaptability,Waste Management,Salem,4
Morgan Townsend,Leadership,Renewable Energy,Mahbubnagar,2
Angela Chang,Critical Thinking,Music and Arts,Bishalgarh,6
Daniel Noble,Cross Platform Development,Insurance,Ghaziabad,3
Kyler Sweeney,Customer Service,Medical,Haldwani,1
Patrick Acevedo,Sales and Marketing,Agriculture,Bhopal,4
Kolby Li,Public Relations,Aerospace and Defense,Mumbai,6
Omar Contreras,Conflict Resolution,Media and Publishing,Imphal,2
Karson Williamson,Negotiation,Waste Management,Shillong,7
Abel Rojas,Project Management,Renewable Energy,Aizwal,1
Kathy Kane,Entrepreneurship,Music and Arts,Mysore,3
Sammy Hicks,Ethics and Integrity,Insurance,Kozhikode,0
Quinton Mullins,Decision-Making,Medical,Indore,5
Jerimiah Meadows,Time Management,Agriculture,Pune,4
Ahmad Garrett,Financial Planning,Energy,Ukhrul,7
Diana Nolan,Event Planning,Retail,Cherrapunji,2
Pierce Torres,Coaching and Mentoring,Technology,Indore,6
Shyanne Leonard,Creative Thinking,Transportation and Logistics,Hamirpur,0
Carlee Keller,Multilingualism,Construction,Guwahati,3
Michaela Moore,Risk Management,Entertainment,Kota,5
Jaslyn Hayes,Sales Strategy,Education,Amravati,1
Brayden Clay,Flutter,Agriculture,Itanagar,6
Todd Mercer,Mobile App Development ,Energy,Dispur,4
Ari Brady,Data Analysis ,Automotive,Patna,0
Konnor Frazier,Database Management ,Technology,Raipur,2
Arely Ortiz,Cloud Computing ,Transportation and Logistics,Panaji,3
Jay Osborn,Machine Learning and AI,Construction,Gandhinagar,7
Spencer Middleton,Cybersecurity,Entertainment,Chandigarh,1
Yuliana Obrien,DevOps,Education,Shimla,5
Caleb Villegas,Network Administration,Agriculture,Srinagar,7
Zayden Hancock,Software Testing and Quality Assurance,Energy,Ranchi,4
Victoria Ramos,IT Support,Automotive,Bangalore,0
Kyleigh Sosa,UI/UX Design,Consulting,Thiruvananthapuram,3
Paul Krause,Digital Marketing,Legal Services,Bhopal,6
Jabari Neal,Data Science,Retail,Mumbai,2
Lilyana Johns,Blockchain Development,Manufacturing,Imphal,1
Pierce Montgomery,Internet of Things (IoT),Wholesale,Shillong,5
Ronald Serrano,Game Development,E-commerce,Aizwal,0
Mireya Monroe,Augmented Reality (AR) and Virtual Reality (VR),Finance,Kohima,7
Yandel Patterson,Big Data and Hadoop,Real Estate,Bhubaneswar,4
Bruce Church,Communication Skills,Hospitality,Chandigarh,2
Jaxon Dalton,Leadership,Healthcare,Jaipur,6
Simone Lutz,Problem-Solving,Technology,Thiruvananthapuram,3
Deja Mcfarland,Creativity,Transportation and Logistics,Gaya,1
Martin Davis,Critical Thinking,Construction,Gandhinagar,5
Kaleb Medina,Adaptability,Entertainment,Udaipur,0
Leanna Levine,Time Management,Education,Lucknow,2
Nina Garza,Project Management,Agriculture,Amritsar,7
Rocco Ayers,Cross Platform Development,Energy,Agra,1
Tori Ferguson,Teamwork,Automotive,Manesar,6
Miranda Dougherty,Decision-Making,Consulting,Hyderabad,3
Jorge Cain,Public Speaking,Legal Services,New Delhi,5
Layla Chaney,Customer Service,Marketing and Advertising,Sonipat,4
